BIBLIOGRAFÍA;AUTOR;CORDEMÁFORO;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
1808 ARJONA, MANUEL MARÍA, «Poesías»(Poesías) [España] [Madrid, Rivadeneyra, 1871] Verso;ARJONA, MANUEL MARÍA;;Poesías(Poesías);1808;Verso;España;", no, ¡oh Roma! por favor del hado Toda la tierra de tu cetro esclava; Tú, sábia, tú, constante,  Fuiste tus hados sola. ¿Cuántas veces, Con furor obstinada en tu rüina, Tiró al fin la Fortuna su guadaña, Y clamó con espanto: «Tu escarneces, ¡Oh gran ciudad! mi potestad divina Y yo cedo admirando tanta hazaña»? Vencer así la diosa tus furores Te ve, cuando á las bárbaras cuchillas Se ofrecen tus inermes senadores Con triunfal toga en las curules sillas.  Del cielo entonces descendió piadosa La alma virtud, que reengendrarte pudo De tu ceniza";transitivo;;;;;;
1821 FERNÁNDEZ DE MORATÍN, LEANDRO, «Cartas de 1821»(Epistolario) [España] [Madrid, Castalia, 1973] Historia;FERNÁNDEZ DE MORATÍN, LEANDRO;;Cartas de 1821(Epistolario);1821;Historia;España;Magnífica ópera tendremos el Jueves próximo, si Dios no lo remedia. Ayer se representó el Filipo de Alfieri, y un Inquisidor que sale en ella fue solemnemente escarnecido y apostrofado de todas partes, llamándole hipócrita, fanático, impostor, y otras lindezas, que prueban la distancia que va del año de 19 al de 21.;transitivo;;;;;;
1834 LARRA, MARIANO JOSÉ DE, «Representación de «La niña en casa y la madre en la máscara» comedia original de don Francisco Martínez de la Rosa»(Fígaro. Colección de artículos dramáticos, literarios y de costumbres) [España] [Barcelona, Crítica, 2000] Educación;LARRA, MARIANO JOSÉ DE;;Representación de «La niña en casa y la madre en la máscara» comedia original de don Francisco Martínez de la Rosa(Fígaro. Colección de artículos dramáticos, literarios y de costumbres);1834;Educación;España;como creemos haber dicho ya en otra ocasión. En La comedia nueva aquel poeta no se contenta con hacer ver a los espectadores cuán ridículo es un don Eleuterio, si no que escarmienta crudamente a su protagonista, como desconfiando de que bastase el ridículo a corregirle. En El viejo y la niña no se satisface con escarnecer la manía de un viejo que se cree capaz de hacer por fuerza la felicidad de una joven: esle necesario cebarse además en la desdicha de esta víctima inocente. En El sí de las niñas, al paso que libra a la pública diversión el error de una madre que profesa a su hija un amor mal entendido, mueve el;transitivo;;;;;;
1836 LARRA, MARIANO JOSÉ DE, ««Margarita de Borgoña». Drama nuevo en cinco actos»(Fígaro. Colección de artículos dramáticos, literarios y de costumbres) [España] [Barcelona, Crítica, 2000] Educación;LARRA, MARIANO JOSÉ DE;;«Margarita de Borgoña». Drama nuevo en cinco actos(Fígaro. Colección de artículos dramáticos, literarios y de costumbres);1836;Educación;España;otro, etc., etc. ¿Y en la comedia clásica misma, en Molière, en Moratín, hay otra cosa que hijos que se burlan, que se mofan de sus padres, mujeres que buscan las vueltas a sus maridos, puestos en ridículo porque quieren conservar la virtud de sus mujeres, tramposos entronizados y acreedores escarnecidos? Todo eso es muy moral.;no;;;;;;
1836 LARRA, MARIANO JOSÉ DE, «Necrología. Exequias del conde de Campo Alange»(Fígaro. Colección de artículos dramáticos, literarios y de costumbres) [España] [Barcelona, Crítica, 2000] Educación;LARRA, MARIANO JOSÉ DE;;Necrología. Exequias del conde de Campo Alange(Fígaro. Colección de artículos dramáticos, literarios y de costumbres);1836;Educación;España;El conde de Campo Alange no era un héroe como en menguados elogios lo hemos visto impreso. Nosotros creeríamos ofenderle o escarnecerle más que encomiarle con tan ridículos  elogios. Ni había menester serlo para dejar muy atrás al vulgo de los hombres entre quienes vivió. Era un joven que hizo por principios y por afición, por virtud y por nobleza de carácter, algo más que su deber: dio su vida y su hacienda por aquello por que;transitivo;;;;;;
1842-1851 MESONERO ROMANOS, RAMÓN DE, Escenas y tipos matritenses [España] [Enrique Rubio Cremades, Madrid, Cátedra, 1993] Relatos;MESONERO ROMANOS, RAMÓN DE;;Escenas y tipos matritenses;1842-1851;Relatos;España;Asendereado y maltrecho yacía el pobre retrato, maldecido de los de su casa y escarnecido de los asistentes, que se entretenían, cuándo en ponerle bigotes, cuándo en plantarle anteojos, y cuándo en quitarle el marco para dar pábulo a la chimenea.;no;;;;;;
1842-1851 MESONERO ROMANOS, RAMÓN DE, Escenas y tipos matritenses [España] [Enrique Rubio Cremades, Madrid, Cátedra, 1993] Relatos;MESONERO ROMANOS, RAMÓN DE;;Escenas y tipos matritenses;1842-1851;Relatos;España;"Éstos, pues, después de solicitar la bendición paternal, quedaron instalados en sus funciones; y nuestro Juan Cochura, a quien en su primer viaje a Madrid vimos burlado, escarnecido y preso por su ignorancia, llegó en el segundo a ser burlador ajeno, y a ponerse al frente de un establecimiento respetable.";no;;;;;;
1844 GIL Y CARRASCO, ENRIQUE, El Señor de Bembibre [España] [Jean-Louis Picoche, Madrid, Castalia, 1989] Novela;GIL Y CARRASCO, ENRIQUE;;El Señor de Bembibre;1844;Novela;España;— ¡Oh! sí, replicó doña Beatriz, despreciadme, escarnecedme, decid que os he engañado traidoramente, arrastradme por el suelo, pero no toméis el hábito del Temple. ¿Sabéis vos las tragedias de Francia?, ¿sabéis el odio que se ha encendido contra ellos en toda la cristiandad?;transitivo;;;;;;
1844 FOZ, BRAULIO, Vida de Pedro Saputo [España] [Francisco Ynduráin/Domingo Ynduráin, Madrid, Cátedra, 1986] Novela;FOZ, BRAULIO;;Vida de Pedro Saputo;1844;Novela;España;"por la tarde ejercitaré las manos, y a la noche cuando venga a casa os traeré ya alguna muestra de mi obra. Porque yo he mirado a esos hombres en sus talleres y sé lo que me digo. Comed y alegraros, que el hijo que habéis parido no nació para jumento; ni tampoco para ser escarnecido de ningún hidalgo ni para sufrir que su madre lo sea de nadie. Yo haré que dentro de pocos días seáis bendecida de todos, y envidiada quizá de ese mismo hidalgo que os ha insultado. Perdonémosle empero por la buena intención con que lo habrá hecho, aunque con poco miramiento y sobrada altivez y mal modo.";transitivo;;;;;;
1847 ESTÉBANEZ CALDERÓN, SERAFÍN, Escenas andaluzas, bizarrías de la tierra, alardes de toros, rasgos populares, cuadros de costumbres y artículos varios, que de tal y cual materia, ahora y entonces, aquí y acullá y por diverso son y compás, aunque siempre por lo español y castizo ha dado a la estampa el solitario [España] [Alberto González Troyano, Madrid, Cátedra, 1985] Relatos;ESTÉBANEZ CALDERÓN, SERAFÍN;;Escenas andaluzas, bizarrías de la tierra, alardes de toros, rasgos populares, cuadros de costumbres y artículos varios, que de tal y cual materia, ahora y entonces, aquí y acullá y por diverso son y compás, aunque siempre por lo español y castizo ha dado a la estampa el solitario;1847;Relatos;España;". Non mantuvisteis el campo como ardido, ni vos salvastes con cautela, mas sin cerrar vez siquiera, tomástedes calzas de Villadiego * e corristeis a puto el postre. E ansí magüer fagáis en mi desagravio diez torneos e dos pasos honrosos, e quebredos trescientas lanzas vos fago siempre la mamola; chicos e grandes vos escarnecen e dicen que a hombres de Castilla nunca el mesmo diablo puso miedo, cuanto más los antifaces e mojiganzas; e otros dicen, ¡Santa María, qué horror!, dicen que la fuída vos soltó los pies, e vos corrió la vicaría, e que de acullá vino que sonástedes por bajo la dulzaina, e";transitivo;;;;;;
1860 ARENAL, CONCEPCIÓN, El Visitador del Pobre [España] [Carmen Díaz Castañón, Madrid, Ediciones Atlas, 1993] Justicia, legislación;ARENAL, CONCEPCIÓN;;El Visitador del Pobre;1860;Justicia, legislación;España;"Firmeza.– La dulzura con el pobre debe ir acompañada de una razonable severidad; y esto aun para conservar el prestigio que debemos tener con él y sin el cual no le podremos corregir. La debilidad de carácter mueve a desprecio y es escarnecida por los mismos que la explotan. ¿Cuáles son los hijos insolentes y poco cariñosos? Los hijos mimados. Cuando sea necesario, debemos doblar, romper, si es preciso, la voluntad del pobre, no con la nuestra, sino con la de Dios, que haremos prevalecer con cristiana firmeza. No somos";transitivo;;;;;;
1860 ARENAL, CONCEPCIÓN, El Visitador del Pobre [España] [Carmen Díaz Castañón, Madrid, Ediciones Atlas, 1993] Justicia, legislación;ARENAL, CONCEPCIÓN;;El Visitador del Pobre;1860;Justicia, legislación;España;"hijos. Estas escenas, que afligen al pobre virtuoso, ya se comprende hasta qué punto harán difícil la corrección del que no lo sea. Allí están siempre los malos ejemplos y las malas tentaciones; ninguna maldad escandaliza, ninguna virtud se hace respetar, y el vicio se aplaude, y se silba y escarnece el arrepentimiento. Si podemos arrancar de aquí a nuestro pobre y llevarle a un rincón de algún último piso de una casa decente, habremos dado un gran paso. El aseo del portal y de la escalera, la presencia del portero, le darán la idea de entrar y salir con un poco más de";transitivo;;;;;;
1860 ARENAL, CONCEPCIÓN, El Visitador del Pobre [España] [Carmen Díaz Castañón, Madrid, Ediciones Atlas, 1993] Justicia, legislación;ARENAL, CONCEPCIÓN;;El Visitador del Pobre;1860;Justicia, legislación;España;"a todos, menos a los malvados con quienes le habrán confundido y para los cuales sería un título de persecución la falta de culpa. ¡Que caiga sobre nuestro corazón y le abrume cada hora que el hombre honrado está confundido entre perversos, obligado a ocultar sus virtudes, como si fuesen crímenes, para no ser escarnecido y maltratado! La cárcel, al menos en España, es una tortura para la inocencia, un escollo para la virtud y una escuela práctica del vicio. Acompañemos a nuestro pobre todo el tiempo que nos sea posible; con nuestra solicitud, nuestro celo y nuestro amor, formemos en derredor suyo una atmósfera de caridad,";transitivo;;;;;;
1860 ARENAL, CONCEPCIÓN, El Visitador del Pobre [España] [Carmen Díaz Castañón, Madrid, Ediciones Atlas, 1993] Justicia, legislación;ARENAL, CONCEPCIÓN;;El Visitador del Pobre;1860;Justicia, legislación;España;"Si no ha sufrido, si no sufre, sufrirá: esa es la ley; y para sus heridas, ¡qué bálsamo tan prodigioso podrías hallar en la caridad! Aspiraciones imposibles de alcanzar, deseos que no pueden realizarse, vacíos que nada llena, dolores en todos los grados, bajo todas las formas, que escarnecen la razón, que no escuchan la fe, que rechazan la esperanza, han hallado en la caridad dulce consuelo. Si comunicaras con los desdichados en tus penas y en tus prosperidades, tus dolores serían menos acerbos y tus alegrías menos incompletas. Si no tienes una mirada piadosa que dirigir al desvalido, ni le";transitivo;;;;;;
1871 PEREDA, JOSÉ MARÍA DE, Tipos y paisajes [España] [Salvador García Castañeda, Santander, Ediciones Tantín, 1989] Relatos;PEREDA, JOSÉ MARÍA DE;;Tipos y paisajes;1871;Relatos;España;"que las llamadas brujas son mujeres de la misma piel del diablo, es decir, enredadoras, chismosas, borrachas y algo más, en el cual caso explotan en beneficio de sus malos instintos la necia credulidad de sus convecinos; o son como otra persona cualquiera, y acaban por ser completos demonios, acosadas, escarnecidas y vejadas por el fanatismo popular; o son, en fin, mujeres virtuosas y honradas a carta cabal, y entonces viven, las desdichadas, mártires de la más estúpida persecución.";no;;;;;;
1874 ALARCÓN, PEDRO ANTONIO DE, El sombrero de tres picos [España] [Eva F. Florensa, Barcelona, Crítica, 1993] Novela;ALARCÓN, PEDRO ANTONIO DE;;El sombrero de tres picos;1874;Novela;España;de caricatura  retrospectiva de su poder, pintada con carbón y almagre, * como tantas otras, por los párvulos constitucionales de la de 1837 que allí nos reuníamos, * una especie, en fin, de espantapájaros, que en otro tiempo había sido espanta-hombres, y que hoy me da miedo de haber contribuido a escarnecer, paseándolo por aquella histórica ciudad, en días de Carnestolendas, en lo alto de un deshollinador, o sirviendo de disfraz irrisorio al idiota que más hacía reír a la plebe... ¡Pobre principio de autoridad! ¡Así te hemos puesto los mismos que hoy te invocamos tanto!;transitivo;;;;;;
1884-1885 CLARÍN (LEOPOLDO ALAS), La Regenta [España] [Gonzalo Sobejano, Madrid, Castalia, 1990] Novela;CLARÍN (LEOPOLDO ALAS);;La Regenta;1884-1885;Novela;España;"los tristes, ésa es la religión eterna, vivir llorando por las penas del mundo, amar entre lágrimas..."" Y se acordó del Magistral. ""¡Oh qué ingrata, qué cruel había sido con aquel hombre! ¡Qué triste, qué solo le había dejado...! Vetusta le insultaba, le escarnecía, le despreciaba, después de haberle levantado un trono de admiración; y ella, ella que le debía su honra, su religión, lo más precioso, le abandonaba y le olvidaba también... ¿Y por qué? Tal vez, casi de fijo, por aprensiones de la vanidad y de la malicia torpe y grosera.";transitivo;;;;;;
1895 LÓPEZ BAGO, EDUARDO, El separatista. Novela médico-social (Primera parte de una Tetralogía) [España] [Francisco Gutiérrez Carbajo, Madrid, Castalia, 1997] Novela;LÓPEZ BAGO, EDUARDO;;El separatista. Novela médico-social (Primera parte de una Tetralogía);1895;Novela;España;estampa de la Virgen que colgaban en la pared y a la cabecera. Y no había visto sino en lo más inmundo de todas partes aquellas extranjeras que venían a vivir en los lupanares de La Habana, hermosas muy pocas, jóvenes algunas, pero todas depravadas y ofreciéndose y prestándose con preferencia en la  unión sexual a cuanto escarneciera y contrariase la Naturaleza.;transitivo;;;;;;
1895 DICENTA, JOAQUÍN, Juan José. Drama en tres actos y en prosa [España] [Jaime Mas, Madrid, Cátedra, 1992] Teatro;DICENTA, JOAQUÍN;;Juan José. Drama en tres actos y en prosa;1895;Teatro;España;... blo... es... pañol... pro... tes... te... de... tan... ini... ini... ini... ini... cuos... a... ten... tados... y... salga a... la... defen... sa... de... la... libertá... y... de... la... patria... escar... escarnecidas... por... los... se... se... secuaces de la reación.» (Deja el periódico y da un puñetazo sobre la mesa.) ¡Pero que ni más ni menos!... Este papel * está muy bien. (A Ignacio). ¡Hay que echarse a la calle y acabar con el hato de granujas;no;;;;;;
1905-1907 COLOMA, LUIS, Jeromín [España] [Miami, Omega Internacional, 2003] Novela;COLOMA, LUIS;;Jeromín;1905-1907;Novela;España;"en Flandes, para moderar su cariñoso celo en favor de la princesa de Éboli, y uno de sus primeros cuidados al llegar a Madrid fue el de informarse secretamente del estado de aquel asunto; pronto pudo convencerse de que el hecho era cierto, el escándalo público, y de que la honrada memoria de Ruy Gómez era escarnecida por la liviandad de la viuda y la horrible ingratitud de Antonio Pérez, que debía a aquel ilustre patricio todo cuanto fuese en el mundo. Afectose grandemente el leal Escobedo, y deseoso de volver por la honra de su difunto protector y amigo, fuese a casa de la princesa dispuesto a advertirla y aconsejarla, con el";transitivo;;;;;;
