BIBLIOGRAFÍA;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
1967 BENET, JUAN, Volverás a Región [España] [Barcelona, Ediciones Destino, 1996] Novela;BENET, JUAN;Volverás a Región;1967;Novela;España;"juicio a quien carece de él) pero no el monte bajo, esa selva de urces, brezos y negrales, esas trincheras cubiertas de raecilla y frambuesa brava, esos fosos camuflados bajo los mantos de espino y escoba, majuelo y venenosos columbros, mezclados y dispuestos con arreglo a ese riguroso orden no carente de un punto de regocijado sarcasmo (la esbelta, grácil e inestable bromelia que surge en el centro de un maremágnum de espinas y ramificaciones; la mariposa violeta que se pierde y guiña en el calor de la tarde por encima de una muralla de acebos y cariátides) que parece insinuar que su disposición está dictada por el propósito de defenderse del leñador";no;;;;;;
1967 BENET, JUAN, Volverás a Región [España] [Barcelona, Ediciones Destino, 1996] Novela;BENET, JUAN;Volverás a Región;1967;Novela;España;la pastora, a: guisa de respuesta, saca de entre las faldas un caramillo y entona una canción obscena. Muchos caballos se ponen de manos y algunos jinetes, mal precavidos o poco diestros, muerden el polvo. Por entre los brezales, apartando las ramas, surgen las miradas llenas de malicia de la jacquerie regocijada. El corneta, vejado, la amenaza de palabra. Ciertas risas contenidas se oyen a través de los brezales, agitados por un viento de fronda. Un escalofrío recorre a la turba que, impávida las miradas contenidas, los puños crispados sobre los borrenes, aprueba el sacrificio que el corneta, desenvainando un sable corto y curvo,;no;;;;;;
1971 AUB, MAX, La gallina ciega. Diario español [España] [Manuel Aznar Soler, Barcelona, Alba, 1995] Astrología y ciencias ocultas;AUB, MAX;La gallina ciega. Diario español;1971;Astrología y ciencias ocultas;España;cansaría uno de paladear? Declaro tanto mi ignorancia como mi gusto —el gusto de mi gusto nunca más satisfecho— y la blandura, la suavidad que es gala de la hermosura del gusto mismo y que enmudece el entendimiento. De pronto tiene unos sesos de asno. El gusto no tiene límites y el estómago se regocija.;si;si;no;imperfectivo;inanimado;;
1971 AUB, MAX, La gallina ciega. Diario español [España] [Manuel Aznar Soler, Barcelona, Alba, 1995] Astrología y ciencias ocultas;AUB, MAX;La gallina ciega. Diario español;1971;Astrología y ciencias ocultas;España;«¡Oh cuántas veces se me venía al pensamiento y a la boca aquello del Salmo: Gran recreación me habéis, Señor, dado con vuestras obras, y no dejaré de regocijarme en mirar las hechuras de vuestras manos! Realmente tienen las obras de la divina arte un no sé qué de gracia y primor como escondido y secreto, con que, miradas una u otra y muchas veces, causan siempre un nuevo gusto. Al revés de las obras humanas, que aunque estén fabricadas con mucho;si;si;en;imperfectivo;animado;;
1971 AUB, MAX, La gallina ciega. Diario español [España] [Manuel Aznar Soler, Barcelona, Alba, 1995] Astrología y ciencias ocultas;AUB, MAX;La gallina ciega. Diario español;1971;Astrología y ciencias ocultas;España;— Sí. Gran éxito. Está muy bien. Pero se trata, al fin y al cabo, de un pleito interno. Fraga se regocijaría. El Opus debe de estar cagando puñetas. No creo que tenga repercusiones graves, si gana Falange se hará por provincias. Si gana el Opus, se representará en el extranjero.;si;si;no;imperfectivo;animado;;
1972 GARCÍA HORTELANO, JUAN, El gran momento de Mary Tribune [España] [Barcelona, Grupo Zeta, 1999] Novela;GARCÍA HORTELANO, JUAN;El gran momento de Mary Tribune;1972;Novela;España;Mordí vengativamente uno de sus hombros desnudos y se estremeció, tan dispuesta y cosquillosa que regocijaba el ánimo.;transitivo;;;;;;
1972 TORRENTE BALLESTER, GONZALO, La saga/fuga de J. B. [España] [Barcelona, Destino, 1995] Novela;TORRENTE BALLESTER, GONZALO;La saga/fuga de J. B.;1972;Novela;España;"no centellease en ellos la empírica certeza de lo que racionalmente no se podía creer. Sus manos parecían clavarse en el cristal, blancas en los nudillos y en el nacimiento de las uñas. Levantó hacia mí los ojos. «¡Dejadme sola, os lo suplico!» Me retiré en silencio, no así mi sombra regocijada, que una vez y otra vez me daba sus gracias metálicas. Doña Lilaila, como sonámbula, se encaminó a la alcoba. Desde la puerta le dije: «Después del uso, se recomienda mudar el aguardiente». Hoy podría explicar por qué con palabras de todos inteligibles; entonces, ¡ay entonces!,";no;;;;;;
1983 POMBO, ÁLVARO, El héroe de las Mansardas de Mansard [España] [Barcelona, Anagrama, 1990] Novela;POMBO, ÁLVARO;El héroe de las Mansardas de Mansard;1983;Novela;España;. Luego emprendió precipitadamente la huida, jardín abajo. ¿Qué querrían decirle? ¿Y qué más daba? ¿No daba todo igual, ahora al menos, mientras se apresuraba paseo adelante hacia la entrada, la salida, la grava chisporroteante de las pisadas, la verja del Hotel Príncipe Alfonso? Sin  estorbarle apenas, casi regocijándole, el peso de la maleta, los ojos lacrimeantes, los ojos maliciosos del guarda que le saludó al pasar, sin abandonar su garita encristalada. La imagen todavía inflamada de su reincorporación al hotel, tras lo ocurrido, le hizo volver la cabeza. Desde la puerta, cuyas espectaculares lanzas de hierro;transitivo;;;;;;
1983 POMBO, ÁLVARO, El héroe de las Mansardas de Mansard [España] [Barcelona, Anagrama, 1990] Novela;POMBO, ÁLVARO;El héroe de las Mansardas de Mansard;1983;Novela;España;—¡Pues a ver, tú me dirás, si no es jugar y no es envenenarla, a ver qué es, tú me dirás! —exclamó Julián triunfante. Bien es verdad que él mismo, advirtiendo que aquel tonillo triunfal se le escapaba involuntariamente, no hubiera podido decir por qué le regocijaba conducir al chiquillo ante esa disyuntiva, ni qué adelantaba ninguno de los dos sacando a relucir ese dilema. Pero creyó que debía mantener las cosas —aunque no hubiera podido decir qué cosas en concreto— todavía un ratito a la hechizante luz kierkegaardiana de la ocurrencia de su exclamación.;transitivo;;;;;;
1983 POMBO, ÁLVARO, El héroe de las Mansardas de Mansard [España] [Barcelona, Anagrama, 1990] Novela;POMBO, ÁLVARO;El héroe de las Mansardas de Mansard;1983;Novela;España;maligno, vengativo, como un enceguecido y soberbio arrebato de los oscuros dioses de los montes encapotados, al otro lado de  la bahía. Acurrucado entre las sábanas, después de tomar el desayuno que le trajo Josefa, gruñendo abstractamente acerca de quienes se quedaban en las camas calentitos en vez de ir a trabajar, Kus-Kús se sintió regocijado, como si hubiera atravesado un peligroso bosque bajo el azote de alimañas monótonas y feroces, como la lluvia que se desplomaba sobre los cristales. Se sintió a salvo y, por decirlo así, absuelto. Hoy subiría a ver a Julián.;no;;;;;;
1983 POMBO, ÁLVARO, El héroe de las Mansardas de Mansard [España] [Barcelona, Anagrama, 1990] Novela;POMBO, ÁLVARO;El héroe de las Mansardas de Mansard;1983;Novela;España;—Los criados se fijan en los detalles. Se fijan mucho —dijo Julián, interrumpiéndola y sentándose en el sofá junto a ella. Se sentía victorioso por haberla interrumpido, por haberla herido en su vanidad de saber siempre qué era y qué no era de buen tono. Es verdad, pensó regocijado, que los criados se fijan en los  detalles. Pero eso sólo lo saben los señores que han tenido criados y que nos pagan para eso, precisamente, para no tener que fijarse en los detalles. Por un instante casi deseó, casi llegó a decir todo aquello en voz alta. Deseaba hacerla sentir, por una vez;no;;;;;;
1983 POMBO, ÁLVARO, El héroe de las Mansardas de Mansard [España] [Barcelona, Anagrama, 1990] Novela;POMBO, ÁLVARO;El héroe de las Mansardas de Mansard;1983;Novela;España;de repente. Pero el chico aquél, aquel prójimo, se empeñaba en salir y cuchicheaba que quería salir, que le dejaran salir, con toda la cara colorada y los faldones de la camisa fuera del pantalón. Kus-Kús, que entretanto había vuelto ligeramente la cabeza hacia el Padre encargado del curso, descubrió, regocijado, cómo éste (un Padre joven, zanquilargo y rubiales) se les venía encima, fantasmal, a largos pasos, de puntillas, con la cara verde, toda verde de ceros e iracundia. El chico inquieto había conseguido llegar junto a Kus-Kús, sentado casi al final del banco, en el extremo que da;no;;;;;;
1983 POMBO, ÁLVARO, El héroe de las Mansardas de Mansard [España] [Barcelona, Anagrama, 1990] Novela;POMBO, ÁLVARO;El héroe de las Mansardas de Mansard;1983;Novela;España;"poco que esperaba verle en semejante sitio después de la fechoría del talón (que, por supuesto, a través de la gobernanta, había llegado a oídos de todo el personal del «Príncipe Alfonso») como por el hecho de hallarse Julián acompañado y, según aquella misma noche habría de saber la gobernanta con mal disimulado regocijo, abrazado como una lapa a su acompañante; ambos, para colmo de desfachatez y público escándalo, sentados en la bancada de mármol semicircular, estilo egipcio, de la fuente de Constancia Leal, poetisa y madre, que con un libro entreabierto sobre el maternal regazo preside el torvo paso de la canana hasta altas horas de";no;;;;;;
1985 SAMPEDRO, JOSÉ LUIS, La sonrisa etrusca [España] [Madrid, Alfaguara, 1995] Novela;SAMPEDRO, JOSÉ LUIS;La sonrisa etrusca;1985;Novela;España;«Pues como tetas, eran un buen par», piensa el viejo regocijado. «Ahora ponen mejor cebo en la trampa.»;no;;;;;;
1985 SAMPEDRO, JOSÉ LUIS, La sonrisa etrusca [España] [Madrid, Alfaguara, 1995] Novela;SAMPEDRO, JOSÉ LUIS;La sonrisa etrusca;1985;Novela;España;«Ahora le toca a este mozo no comprenderme», piensa el viejo, regocijado. Y continúa:;no;;;;;;
1985 SAMPEDRO, JOSÉ LUIS, La sonrisa etrusca [España] [Madrid, Alfaguara, 1995] Novela;SAMPEDRO, JOSÉ LUIS;La sonrisa etrusca;1985;Novela;España;cecina bien curada, el bullicio al coger las pellizas y los mantos para ir a misa de Mezzanotte, gozando en la calle el frío latigazo del aire sobre las mejillas acaloradas... Y, a la vuelta, jugar a la tumbula en torno al vrascero con ascuas cogidas en el hogar, cantar los números por sus apodos regocijantes, reírse con los manejos de los pastores en torno a las mozas y acabar cantando, camino de la cama, con las ideas nubladas y el cuerpo excitado, más lleno de sangre y de vida que de vino... ¡Más de un roccaserano, bautizado nueve meses después, nació realmente en una Nochebuena!;no;;;;;;
1985 SAMPEDRO, JOSÉ LUIS, La sonrisa etrusca [España] [Madrid, Alfaguara, 1995] Novela;SAMPEDRO, JOSÉ LUIS;La sonrisa etrusca;1985;Novela;España;«Sabía que iba a reírse de garganta», se regocija el viejo al oírla.;si;si;no;imperfectivo;animado;;
1985 SAMPEDRO, JOSÉ LUIS, La sonrisa etrusca [España] [Madrid, Alfaguara, 1995] Novela;SAMPEDRO, JOSÉ LUIS;La sonrisa etrusca;1985;Novela;España;El viejo se regocija mirando al niño dormido. De nuevo el cielo está limpio, barrido por el viento de los lagos. Una blanca luna en creciente, fina como una hoz, luce glacial en el ángulo alto de la ventana.;si;si;no;imperfectivo;animado;;
1985 MERINO, JOSÉ MARÍA, La orilla oscura [España] [Madrid, Alfaguara, 1995] Novela;MERINO, JOSÉ MARÍA;La orilla oscura;1985;Novela;España;"Aquella sucesión de clarividencias y el acto de comprobarlas una vez más le mantenía en una expectación regocijada. Ahora sabía que él participaba también de la propia sustancia del animal vivo y del animal pétreo. Y poco a poco fue teniendo una comprensión más precisa: primero, era un niño que observaba una iguana; un hombre que contemplaba una estatua de formas borrosas, de reptil y de hombre. Luego, era una";no;;;;;;
1990 VÁZQUEZ MONTALBÁN, MANUEL, Galíndez [España] [Barcelona, Seix Barral, 1993] Novela;VÁZQUEZ MONTALBÁN, MANUEL;Galíndez;1990;Novela;España;agradece para evitarse el ritual del saludo que el otro no contesta a no ser que lo repita y detenga el paso. Nada más respirar el aire encerrado de su apartamento se siente cómodo, como si respirara mejor y se quita los mocasines con los pies, para dejarlos abandonados en el recibidor y avanza con los pies regocijados  hacia la cocina office, pero al pasar junto al living de reojo capta la sorpresa de un cierto orden. Alguien ha puesto orden en su desorden y no puede ser la señora Tate, hoy domingo, y se mete la mano bajo la chaqueta para palparse el pecho y deslizarla hacia la pistola sobaquera. Pero;no;;;;;;
1990 VÁZQUEZ MONTALBÁN, MANUEL, Galíndez [España] [Barcelona, Seix Barral, 1993] Novela;VÁZQUEZ MONTALBÁN, MANUEL;Galíndez;1990;Novela;España;no reconociendo su condición de infiltrado ordenó que le dieran una paliza hasta convertirle en una masa sangrienta. Te resulta difícil imaginarte a ese esbelto militar, elástico y alámbrico convertido en pulpa sangrienta de guerrillero. Tras cuatro meses de hospital, Espaillat pidió permiso a Trujillo para volver al campo de operaciones y el viejo se regocijaba interiormente ante la venganza presentida. Espaillat se hizo amante de la cocinera de Sebastián, vestido con ropas de campesino, un campesino esbelto y alámbrico que adquiría con el disfraz la inocencia de los campos y las lluvias. Luego había contado a los oficiales que le reían la hazaña que lo difícil era montar a la cocinera;si;si;ante;imperfectivo;animado;;
1990 VÁZQUEZ MONTALBÁN, MANUEL, Galíndez [España] [Barcelona, Seix Barral, 1993] Novela;VÁZQUEZ MONTALBÁN, MANUEL;Galíndez;1990;Novela;España;"y exilados españoles, en reconocimiento de la magnanimidad asiladora de Su Excelencia. Y dice más, vanagloriándose de que él no acudiera al primer desfile: «Yo me libré del primer desfile por haber llegado dos semanas después; en los años sucesivos tuve que participar en otros desfiles. Mis compañeros me contaron la regocijante... insisto, Excelencia, en el adjetivo, regocijante impresión que les produjo; fue su primera impresión del Régimen de Trujillo.»";no;;;;;;
1990 VÁZQUEZ MONTALBÁN, MANUEL, Galíndez [España] [Barcelona, Seix Barral, 1993] Novela;VÁZQUEZ MONTALBÁN, MANUEL;Galíndez;1990;Novela;España;"de Su Excelencia. Y dice más, vanagloriándose de que él no acudiera al primer desfile: «Yo me libré del primer desfile por haber llegado dos semanas después; en los años sucesivos tuve que participar en otros desfiles. Mis compañeros me contaron la regocijante... insisto, Excelencia, en el adjetivo, regocijante impresión que les produjo; fue su primera impresión del Régimen de Trujillo.»";no;;;;;;
1990 VÁZQUEZ MONTALBÁN, MANUEL, Galíndez [España] [Barcelona, Seix Barral, 1993] Novela;VÁZQUEZ MONTALBÁN, MANUEL;Galíndez;1990;Novela;España;, ni el de las vegetaciones macilentas en los jardines de hotelitos mortecinos ni la vegetación lujosa del Jaragua, para yanquis más isleños que los dominicanos. Le he montado un pequeño encuentro con intelectuales locales, algunos conocieron a Galíndez, aunque trataron de olvidarlo después y ahora yo se lo he recordado. A José Israel Cuello le regocija el escalofrío que ha provocado tu llegada a Santo Domingo. Ha telefoneado a más de cuatro y todos tenían algo mejor que hacer, por ejemplo, no venir. José Israel es un caribeño moreno y chaparro, con los ojos grandes y negros y una ironía que se le derrama por toda la cara parapetada por un mostacho canoso.;transitivo;;;;;;
